fold,fdr_q,stock_a,stock_b,Q_estimated,R_estimated
fold_13_202307_202312,0.1,NSC,CSX,0.0004900694937766409,2.3031951889164107e-05
fold_14_202310_202403,0.1,BAC,PNC,0.0005114692333507679,3.2499521002764906e-05
fold_14_202310_202403,0.1,INTU,ACN,0.00051577251426698,6.921382959804491e-05
fold_14_202310_202403,0.1,TXN,MCHP,0.0005187884939771556,3.253787355626971e-05
fold_14_202310_202403,0.1,TXN,NXPI,0.0005387323846329555,4.286769052586791e-05
fold_14_202310_202403,0.1,CAT,PH,0.0005458227164403386,4.855879845901865e-05
fold_14_202310_202403,0.1,UNP,UPS,0.0005576392290662209,6.322134631153833e-05
fold_14_202310_202403,0.1,BAC,NTRS,0.0005385164341318779,4.229940486858655e-05
fold_14_202310_202403,0.1,DE,PH,0.0005094818254832248,6.39671856172061e-05
fold_14_202310_202403,0.1,COST,XLP,0.000516493734791038,3.108585846692108e-05
fold_14_202310_202403,0.1,PNC,NTRS,0.0005519547983420627,5.071767122048155e-05
fold_15_202401_202406,0.1,UPS,CSX,0.0005301224150570312,6.344983313124492e-05
fold_15_202401_202406,0.1,AMGN,CI,0.0005395579803450547,5.6185397101393074e-05
fold_15_202401_202406,0.1,ADI,KLAC,0.0005420917984437911,5.551683037453607e-05
fold_15_202401_202406,0.1,BAC,PNC,0.0005173243385348799,3.4145896179731315e-05
fold_15_202401_202406,0.1,UNP,UPS,0.0005663554871000062,6.306823579976399e-05
fold_15_202401_202406,0.1,PFE,CVS,0.0005417995594706187,5.9405468330704856e-05
fold_15_202401_202406,0.1,AMGN,HUM,0.0005128248060442291,5.7923270089659514e-05
fold_15_202401_202406,0.1,INTU,ACN,0.0005200425657400379,7.2101449204511e-05
fold_15_202401_202406,0.1,CAT,PH,0.0005526396704766914,5.0221830410195325e-05
fold_15_202401_202406,0.1,COST,XLP,0.0005253795950687891,3.1820914221709014e-05
fold_16_202404_202409,0.1,BAC,PNC,0.0005208830401188511,3.421922163440179e-05
fold_16_202404_202409,0.1,LRCX,NXPI,0.0005429679798533384,9.194976935475769e-05
fold_16_202404_202409,0.1,USB,NTRS,0.000547232135212363,6.431107433012699e-05
fold_16_202404_202409,0.1,INTU,ACN,0.0005322579265087908,7.486570174718137e-05
fold_16_202404_202409,0.1,KEY,NTRS,0.0005535877922856954,0.00011415990359364788
fold_16_202404_202409,0.1,CAT,PH,0.0005613809841714639,5.1007974682610814e-05
fold_16_202404_202409,0.1,UNP,UPS,0.0005815652973145358,6.203810147011592e-05
fold_16_202404_202409,0.1,UPS,CSX,0.000531433483488573,6.24982551017062e-05
fold_16_202404_202409,0.1,MA,BR,0.0005321690990736183,6.711714221690157e-05
fold_16_202404_202409,0.1,AMD,MRVL,0.000551811377187576,0.0001313979235017325
fold_17_202407_202412,0.1,BAC,PNC,0.0005149677788876607,3.503315625271263e-05
fold_17_202407_202412,0.1,DE,EMR,0.000521927684380406,6.96385445726492e-05
fold_17_202407_202412,0.1,LRCX,NXPI,0.0005471429122369338,9.076989178387018e-05
fold_17_202407_202412,0.1,XOM,VLO,0.0005401848671842732,5.7808133509938774e-05
fold_17_202407_202412,0.1,CL,SYY,0.0005775384858928458,4.388449430861395e-05
fold_17_202407_202412,0.1,ABBV,ELV,0.000516191281684991,4.5242784624664115e-05
fold_17_202407_202412,0.1,INTU,ACN,0.0005263120791518686,7.512197913945155e-05
fold_17_202407_202412,0.1,FANG,OKE,0.000807245208252275,0.0001492143125231465
fold_17_202407_202412,0.1,CAT,PH,0.0005587309366992881,5.2997319801624494e-05
fold_17_202407_202412,0.1,MA,BR,0.0005336556198091159,6.6394727090327e-05
fold_18_202410_202503,0.1,EA,TTWO,0.0005067854750654814,4.050665676172002e-05
fold_18_202410_202503,0.1,LOW,HLT,0.0005516395183020837,6.570753827218831e-05
fold_18_202410_202503,0.1,WFC,XLF,0.0005119625560944874,3.6070696604313565e-05
fold_18_202410_202503,0.1,BAC,PNC,0.000506069388177755,3.186045003734926e-05
fold_18_202410_202503,0.1,GOOGL,ACN,0.0005169591518812937,6.006281942211455e-05
fold_18_202410_202503,0.1,LOW,MAR,0.0005506372588396899,6.366506240404896e-05
fold_18_202410_202503,0.1,JNJ,ELV,0.0004962935439751504,2.572750128266911e-05
fold_18_202410_202503,0.1,GE,PH,0.0005489400168904057,8.130920139687856e-05
fold_18_202410_202503,0.1,XOM,XLE,0.00036307195496864005,1.3743679823817286e-05
fold_18_202410_202503,0.1,LOW,TJX,0.0005629402518851295,5.6053438199246576e-05
fold_19_202501_202506,0.1,LRCX,NXPI,0.0005297490085576149,6.879124350191508e-05
fold_19_202501_202506,0.1,PG,COST,0.0005012399231506639,2.4595766978420676e-05
fold_19_202501_202506,0.1,JNJ,CVS,0.0004954462314487935,2.4283740750579383e-05
fold_19_202501_202506,0.1,EA,TTWO,0.0005018099428622333,3.920976726909113e-05
fold_19_202501_202506,0.1,MSFT,XLK,0.0004851571667009265,2.004592374586452e-05
fold_19_202501_202506,0.1,WFC,XLF,0.0005096836553026514,3.383959498250854e-05
fold_19_202501_202506,0.1,USB,NTRS,0.0005096799403143227,5.3627835824254535e-05
fold_19_202501_202506,0.1,AAPL,ORCL,0.000544876676612073,6.826832117511323e-05
fold_19_202501_202506,0.1,KEY,NTRS,0.0005196875166705269,9.052610281731809e-05
fold_19_202501_202506,0.1,V,MA,0.0004942919488659083,1.5191933207470866e-05
fold_20_202504_202509,0.1,OKE,WMB,0.0005402614876225416,3.7564284040243855e-05
fold_20_202504_202509,0.1,LRCX,NXPI,0.0005206318429802322,6.96145730557722e-05
fold_20_202504_202509,0.1,DE,LMT,0.0005128430884056426,7.199671597308172e-05
fold_20_202504_202509,0.1,ADI,MPWR,0.0005057741610689897,4.136149838906877e-05
fold_20_202504_202509,0.1,AVGO,KLAC,0.0005117983273048572,4.823670223042395e-05
fold_20_202504_202509,0.1,V,MA,0.0004935957560326357,1.5641532481497478e-05
fold_20_202504_202509,0.1,AMGN,CI,0.0005057572667281105,4.438492742799366e-05
fold_20_202504_202509,0.1,NXPI,SMH,0.0004945036627074829,4.041396120604727e-05
fold_20_202504_202509,0.1,NVDA,ADI,0.0005818404036216908,0.00013194033199974656
fold_20_202504_202509,0.1,MSFT,XLK,0.0004990109159843456,2.0054893817389085e-05
fold_21_202507_202512,0.1,LRCX,NXPI,0.0005160954999531349,7.360746369004106e-05
fold_21_202507_202512,0.1,DE,LMT,0.0005450193011628266,7.280891294628815e-05
fold_21_202507_202512,0.1,DE,ITW,0.0005339605099039044,6.311691759937989e-05
fold_21_202507_202512,0.1,DE,RTX,0.000529924641197293,6.392256711978019e-05
fold_21_202507_202512,0.1,PNC,FITB,0.0004979396750234235,2.303609318780393e-05
fold_21_202507_202512,0.1,V,MA,0.0004925388104829756,1.5593153101819967e-05
fold_21_202507_202512,0.1,NVDA,ADI,0.0005744784276798124,0.00013209275523345774
fold_21_202507_202512,0.1,DE,XLI,0.0005286582114909829,5.040972515146385e-05
fold_21_202507_202512,0.1,GOOGL,NOW,0.00051251390237276,6.575620929168751e-05
fold_21_202507_202512,0.1,PG,COST,0.0004902080819390404,2.6354241679058668e-05
