fold,fdr_q,stock_a,stock_b,Q_estimated,R_estimated
fold_09_202207_202212,0.1,MCHP,NXPI,0.0005382348407738718,7.842658528265029e-05
fold_09_202207_202212,0.1,BAC,PNC,0.0005105155702377871,2.9498243640337127e-05
fold_10_202210_202303,0.1,TXN,NXPI,0.0005281938216005018,5.056049037484231e-05
fold_10_202210_202303,0.1,JNJ,LLY,0.0005213975433664852,3.310110217190345e-05
fold_10_202210_202303,0.1,MCHP,NXPI,0.0005587353719998105,7.204327012327179e-05
fold_10_202210_202303,0.1,BAC,PNC,0.0005107469593208738,3.057146094795178e-05
fold_10_202210_202303,0.1,ORCL,INTU,0.0005180470639515587,6.0269650293714346e-05
fold_10_202210_202303,0.1,IBM,ACN,0.0005345854170661495,4.935037274133082e-05
fold_10_202210_202303,0.1,LOW,XLY,0.0005694713370218493,5.12764172140945e-05
fold_10_202210_202303,0.1,DE,PH,0.0005095666935959033,5.625030166979738e-05
fold_10_202210_202303,0.1,BKNG,DRI,0.0005791576740060252,8.187702522727603e-05
fold_10_202210_202303,0.1,BMY,HUM,0.0005295491934635118,5.221083524680053e-05
fold_11_202301_202306,0.1,BKNG,DRI,0.0005960943500534548,8.767104410808301e-05
fold_11_202301_202306,0.1,TXN,NXPI,0.0005149199133782418,4.7761085056208095e-05
fold_11_202301_202306,0.1,MCHP,NXPI,0.000528958445947445,7.179511716575949e-05
fold_11_202301_202306,0.1,JNJ,LLY,0.0005318210053706197,3.3368759115929746e-05
fold_11_202301_202306,0.1,CAT,PH,0.0005519221640980091,4.991571053817651e-05
fold_11_202301_202306,0.1,ORCL,INTU,0.0005156561395318682,6.207119498690757e-05
fold_12_202304_202309,0.1,BAC,NTRS,0.0005286205344818506,4.2395114046273927e-05
fold_12_202304_202309,0.1,PEP,COST,0.0005352637764289346,3.597314194559774e-05
fold_12_202304_202309,0.1,PNC,NTRS,0.0005392553177094591,4.825362907734419e-05
fold_12_202304_202309,0.1,MCHP,NXPI,0.000530527572767681,6.801330743727005e-05
fold_12_202304_202309,0.1,TXN,NXPI,0.000517399778005625,4.6980264455669326e-05
fold_12_202304_202309,0.1,CAT,PH,0.0005643380898165719,5.061964537432329e-05
fold_13_202307_202312,0.1,UNP,UPS,0.0005501527908132668,6.260976176062819e-05
fold_13_202307_202312,0.1,NSC,PH,0.0005258755292808495,5.318524659633814e-05
fold_13_202307_202312,0.1,JNJ,ABBV,0.0005495385521945504,3.3777048650264324e-05
fold_13_202307_202312,0.1,TXN,NXPI,0.0005295911295280632,4.4923636538610026e-05
fold_13_202307_202312,0.1,BAC,PNC,0.0005120364655178681,3.170001789873937e-05
fold_13_202307_202312,0.1,MDLZ,XLP,0.0005018433615437609,1.6945851783425468e-05
fold_13_202307_202312,0.1,CAT,PH,0.0005440193926298934,5.0064825665095146e-05
fold_13_202307_202312,0.1,TXN,MCHP,0.0005110502085449106,3.2745021058727874e-05
fold_13_202307_202312,0.1,KO,HSY,0.000535410035677334,3.671236653322056e-05
