spec,group,pair_type,stock_a,stock_b,entry_threshold,avg_beta,std_beta,avg_beta_uncertainty,beta_uncertainty_block_share,avg_confidence,avg_abs_position,avg_spread_turnover,avg_leg_turnover,total_cost_drag,net_total_return,net_annual_return,net_annual_volatility,net_sharpe,net_sharpe_se,net_max_drawdown,net_daily_hit_rate,gross_total_return,gross_sharpe,gross_sharpe_se,num_trades,trade_win_rate,avg_net_trade_return,median_net_trade_return,avg_holding_days,best_trade,worst_trade,selection_pvalue,selection_pvalue_bh_adj,selection_passes_fdr,selection_beta,selection_r_squared,selection_half_life,selection_training_stability_score,selection_beta_stability,selection_half_life_ratio,selection_fdr_q_threshold_used,selection_selection_mode,fold,fdr_q,transaction_cost_bps,hmm_regime_at_test_start
kalman_full,ConsumerStaples,stock_etf,COST,XLP,2.0,1.029117645922125,0.016781826549022407,0.04920745863767947,0.5564516129032258,0.48891848621212186,0.016047904541007466,0.016059304353856954,0.01606521256610545,0.004940052864077425,-0.002286891268076574,-0.004597055903389003,0.013738298338202648,-0.33461610675652476,0.09265654603959383,-0.007667029357081634,0.016260162601626018,0.0026639251442142076,0.45371019191033013,0.09469362102474316,2,0.5,8.951134975310193e-05,8.951134975310193e-05,2.0,0.0002161479467222005,-3.712524721599664e-05,0.003958648329336319,0.25498352474254526,False,2.070035753274502,0.92729856590357,25.761339386376502,2,0.6700356322771432,1.4974445296109589,0.2,top_raw_p_fallback,fold_14_202310_202403,0.2,25,low_vol_at_test_start
kalman_full,Banks,stock_stock,BAC,PNC,2.0,0.9075662605558655,0.008531883692062857,0.023506546348811733,0.0,0.5079808860254029,0.07220514464177259,0.04824566350823581,0.048252410711608816,0.0,-0.01051992648955602,-0.02092308424652455,0.011068579464387877,-1.8903134149998762,0.14812854609767095,-0.014684827382833499,0.03937007874015748,-0.01051992648955602,-1.8903134149998762,0.14812854609767095,6,0.16666666666666666,-0.0017581556681945203,-0.0007400328521293686,3.0,0.001216905948603575,-0.005242368142913567,0.0007756470278843762,0.26097616258717304,False,0.9188648463377337,0.96469918814817,16.727791603434206,3,0.21208373996572116,1.138348476842798,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,0,low_vol_at_test_start
kalman_full,Semiconductors,stock_stock,LRCX,NXPI,2.0,0.8721255133126063,0.00896987860467065,0.019705566695772406,0.7421875,0.49210189417085726,0.015792608938224203,0.015796109990664525,0.01580105612402178,0.0,0.00327771636780394,0.006609564640996931,0.015316657862063017,0.4315278633576974,0.0927747313389588,-0.008327118729925309,0.015748031496062992,0.00327771636780394,0.4315278633576974,0.0927747313389588,2,0.5,0.0016505294846646534,0.0016505294846646534,2.0,0.006756099884242639,-0.003455040914913332,0.0021437081890221697,0.26097616258717304,False,1.1787202926649092,0.9253211018106404,19.491194288478432,3,0.28921795711055354,1.168483209202781,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,0,low_vol_at_test_start
kalman_full,Banks,stock_stock,BAC,PNC,2.0,0.9075662605558655,0.008531883692062857,0.023506546348811733,0.0,0.5079808860254029,0.07220514464177259,0.04824566350823581,0.048252410711608816,0.0030640280801871593,-0.013548935716554023,-0.027002887996187254,0.01135138286896146,-2.378819242369344,0.1736452736315998,-0.016449087854315758,0.03937007874015748,-0.01051992648955602,-1.8903134149998762,0.14812854609767095,6,0.16666666666666666,-0.0020137032582593917,-0.0009971955586887682,3.0,0.0009632911044561432,-0.00549868649037788,0.0007756470278843762,0.26097616258717304,False,0.9188648463377337,0.96469918814817,16.727791603434206,3,0.21208373996572116,1.138348476842798,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,5,low_vol_at_test_start
kalman_full,Semiconductors,stock_stock,LRCX,NXPI,2.0,0.8721255133126063,0.00896987860467065,0.019705566695772406,0.7421875,0.49210189417085726,0.015792608938224203,0.015796109990664525,0.01580105612402178,0.001003367063875383,0.002271427979954499,0.004618631569370186,0.015334497800128905,0.3011922287622201,0.09072578652845999,-0.008578597742736283,0.015748031496062992,0.00327771636780394,0.4315278633576974,0.0927747313389588,2,0.5,0.0013984658670959105,0.0013984658670959105,2.0,0.00650615383739761,-0.0037092221032057893,0.0021437081890221697,0.26097616258717304,False,1.1787202926649092,0.9253211018106404,19.491194288478432,3,0.28921795711055354,1.168483209202781,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,5,low_vol_at_test_start
kalman_full,Banks,stock_stock,BAC,PNC,2.0,0.9075662605558655,0.008531883692062857,0.023506546348811733,0.0,0.5079808860254029,0.07220514464177259,0.04824566350823581,0.048252410711608816,0.006128056160374319,-0.01656944061811605,-0.03308269174584996,0.011748116284356807,-2.815999684128186,0.1977218102687335,-0.018210638038937743,0.03937007874015748,-0.01051992648955602,-1.8903134149998762,0.14812854609767095,6,0.16666666666666666,-0.0022692504346589573,-0.0012543579644938019,3.0,0.0007096762603084894,-0.005755004564633626,0.0007756470278843762,0.26097616258717304,False,0.9188648463377337,0.96469918814817,16.727791603434206,3,0.21208373996572116,1.138348476842798,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,10,low_vol_at_test_start
kalman_full,Semiconductors,stock_stock,LRCX,NXPI,2.0,0.8721255133126063,0.00896987860467065,0.019705566695772406,0.7421875,0.49210189417085726,0.015792608938224203,0.015796109990664525,0.01580105612402178,0.002006734127750766,0.0012658978360868822,0.0026276984977434397,0.015383898661928004,0.17080835979805659,0.08938053426017029,-0.008830076408162468,0.015748031496062992,0.00327771636780394,0.4315278633576974,0.0927747313389588,2,0.5,0.0011464027960985668,0.0011464027960985668,2.0,0.0062562077905528035,-0.00396340219835567,0.0021437081890221697,0.26097616258717304,False,1.1787202926649092,0.9253211018106404,19.491194288478432,3,0.28921795711055354,1.168483209202781,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,10,low_vol_at_test_start
kalman_full,Banks,stock_stock,BAC,PNC,2.0,0.9075662605558655,0.008531883692062857,0.023506546348811733,0.0,0.5079808860254029,0.07220514464177259,0.04824566350823581,0.048252410711608816,0.015320140400935798,-0.025580146319665098,-0.0513221029948381,0.013507578424656379,-3.799504350917266,0.25438077751870447,-0.025580146319665098,0.031496062992125984,-0.01051992648955602,-1.8903134149998762,0.14812854609767095,6,0.0,-0.0030358894818723337,-0.0020258433773840956,3.0,-5.116827213402786e-05,-0.006523957148151571,0.0007756470278843762,0.26097616258717304,False,0.9188648463377337,0.96469918814817,16.727791603434206,3,0.21208373996572116,1.138348476842798,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,25,low_vol_at_test_start
kalman_full,Semiconductors,stock_stock,LRCX,NXPI,2.0,0.8721255133126063,0.00896987860467065,0.019705566695772406,0.7421875,0.49210189417085726,0.015792608938224203,0.015796109990664525,0.01580105612402178,0.005016835319376916,-0.001746146954556882,-0.0033451007171367932,0.015717540744446142,-0.21282596123180392,0.08973484320889719,-0.009584510320132189,0.015748031496062992,0.00327771636780394,0.4315278633576974,0.0927747313389588,2,0.5,0.0003902168625271041,0.0003902168625271041,2.0,0.005506369650017939,-0.004725935924963731,0.0021437081890221697,0.26097616258717304,False,1.1787202926649092,0.9253211018106404,19.491194288478432,3,0.28921795711055354,1.168483209202781,0.2,top_raw_p_fallback,fold_17_202407_202412,0.2,25,low_vol_at_test_start
kalman_full,MegaCapTech,stock_stock,AAPL,ORCL,2.5,0.5303166420673444,0.02309938211800482,0.02132244618548415,0.016393442622950838,0.5127228624408416,0.042113268235491115,0.04203523851107593,0.04203594556935678,0.0,-0.02505869883857237,-0.052205556303603844,0.03594043186657755,-1.452557846199725,0.13031944693802608,-0.032077347919074684,0.03305785123966942,-0.02505869883857237,-1.452557846199725,0.13031944693802608,5,0.6,-0.005003408067200321,0.0007061052217351982,2.0,0.006540526426332516,-0.023046775778346906,0.011627154198783431,0.7487543274276578,False,0.5998062050021,0.7558956155957502,28.667302732502474,2,1.1054826600491012,1.0680425216864857,0.2,top_raw_p_fallback,fold_19_202501_202506,0.2,0,low_vol_at_test_start
kalman_full,MegaCapTech,stock_stock,AAPL,ORCL,2.5,0.5303166420673444,0.02309938211800482,0.02132244618548415,0.016393442622950838,0.5127228624408416,0.042113268235491115,0.04203523851107593,0.04203594556935678,0.0025431747069460855,-0.0275407658954534,-0.0575020854453428,0.036248234142750614,-1.5863417020230985,0.1366131050726582,-0.033812042720274715,0.03305785123966942,-0.02505869883857237,-1.452557846199725,0.13031944693802608,5,0.6,-0.005258196704814466,0.0004538871591384108,2.0,0.006288114862682326,-0.023294902048186517,0.011627154198783431,0.7487543274276578,False,0.5998062050021,0.7558956155957502,28.667302732502474,2,1.1054826600491012,1.0680425216864857,0.2,top_raw_p_fallback,fold_19_202501_202506,0.2,5,low_vol_at_test_start
kalman_full,MegaCapTech,stock_stock,AAPL,ORCL,2.5,0.5303166420673444,0.02309938211800482,0.02132244618548415,0.016393442622950838,0.5127228624408416,0.042113268235491115,0.04203523851107593,0.04203594556935678,0.005086349413892171,-0.03001714017519863,-0.06279861458708175,0.036587265792605815,-1.7164063295424818,0.14296232365157407,-0.03554406783111219,0.03305785123966942,-0.02505869883857237,-1.452557846199725,0.13031944693802608,5,0.6,-0.005512984429606393,0.00020166909654162346,2.0,0.006035703299031914,-0.02354302708723688,0.011627154198783431,0.7487543274276578,False,0.5998062050021,0.7558956155957502,28.667302732502474,2,1.1054826600491012,1.0680425216864857,0.2,top_raw_p_fallback,fold_19_202501_202506,0.2,10,low_vol_at_test_start
kalman_full,MegaCapTech,stock_stock,AAPL,ORCL,2.5,0.5303166420673444,0.02309938211800482,0.02132244618548415,0.016393442622950838,0.5127228624408416,0.042113268235491115,0.04203523851107593,0.04203594556935678,0.012715873534730427,-0.0374122224568646,-0.07868820201229862,0.037782944052962966,-2.0826381846262674,0.16182561024909922,-0.04125654312920024,0.024793388429752067,-0.02505869883857237,-1.452557846199725,0.13031944693802608,5,0.4,-0.006277342127057173,-0.0005549850912486276,2.0,0.0052784686080806775,-0.02428739481965081,0.011627154198783431,0.7487543274276578,False,0.5998062050021,0.7558956155957502,28.667302732502474,2,1.1054826600491012,1.0680425216864857,0.2,top_raw_p_fallback,fold_19_202501_202506,0.2,25,low_vol_at_test_start
kalman_full,Industrials,stock_stock,RTX,ETN,3.5,0.6997603258570799,0.014695329886464688,0.0195015818492165,0.0,0.57610190602465,0.01775581425182298,0.0177866851492705,0.017807423689820214,0.0,-0.02099379325257067,-0.041552835947388435,0.03297483859668569,-1.2601376599782634,0.11885190483892351,-0.02912210779271751,0.015748031496062992,-0.02099379325257067,-1.2601376599782634,0.11885190483892351,2,0.0,-0.010529864159619096,-0.010529864159619096,2.0,-0.003825912149603816,-0.017233816169634375,1.4230993659124376e-05,0.015582938056741191,True,0.8907096745174801,0.9440060944237351,12.56603918681127,4,0.2576393743288109,1.1930096704939606,0.1,fdr_pass,fold_01_202007_202012,0.1,0,high_vol_at_test_start
kalman_full,Industrials,stock_stock,RTX,ETN,3.5,0.6997603258570799,0.014695329886464688,0.0195015818492165,0.0,0.57610190602465,0.01775581425182298,0.0177866851492705,0.017807423689820214,0.0011307714043035835,-0.022108821669639567,-0.04379657133230579,0.03348559390073236,-1.307922787994748,0.12086730570346793,-0.029951260554008652,0.015748031496062992,-0.02099379325257067,-1.2601376599782634,0.11885190483892351,2,0.0,-0.010815054700012317,-0.010815054700012317,2.0,-0.004113227702418065,-0.017516881697606568,1.4230993659124376e-05,0.015582938056741191,True,0.8907096745174801,0.9440060944237351,12.56603918681127,4,0.2576393743288109,1.1930096704939606,0.1,fdr_pass,fold_01_202007_202012,0.1,5,high_vol_at_test_start
