transaction_cost_bps,n_folds,mean_sharpe,median_sharpe,std_sharpe,t_stat,p_value,ci_low_95,ci_high_95,fdr_q,fold_set
0,9,1.0481411087835264,1.1687347760161897,1.291077202819054,2.4355037169619,0.04085001079351061,0.055731319260670875,2.040550898306382,0.2,non_overlapping
5,9,0.8009166712032555,0.7240118925553699,1.2509630002364325,1.9207202876149383,0.09101437766747689,-0.16065861264095205,1.7624919550474631,0.2,non_overlapping
10,9,0.5353034439775433,0.4700006948200863,1.2147677002928992,1.3219896541086993,0.2227193439398065,-0.39844966941841675,1.4690565573735033,0.2,non_overlapping
25,9,-0.3332605592665088,-0.17030698863825997,1.1651238143651683,-0.8580905011749926,0.4158091984890493,-1.2288540039168185,0.5623328853838008,0.2,non_overlapping
