transaction_cost_bps,n_folds,mean_sharpe,median_sharpe,std_sharpe,t_stat,p_value,ci_low_95,ci_high_95,fdr_q,fold_set
0,9,0.35857232267869055,0.10554482894037054,1.04483313033047,1.029558631717424,0.33333637084378,-0.4445575170347684,1.1617021623921495,0.1,non_overlapping
5,9,0.09158925604923404,-0.10903704895819874,1.0512186788798719,0.261380218662478,0.8004025772287876,-0.7164489507843808,0.8996274628828489,0.1,non_overlapping
10,9,-0.14972708321408862,-0.3685729974980735,1.0674805320369483,-0.42078636205678227,0.6849873065705877,-0.9702652569231371,0.6708110904949598,0.1,non_overlapping
25,9,-0.8812760139066506,-0.8323051760658841,1.2034132153763146,-2.1969411736044555,0.05927597004206807,-1.806301297579025,0.0437492697657238,0.1,non_overlapping
