spec,entry_threshold,transaction_cost,num_pairs,portfolio_weighting,max_pair_weight,min_pair_weight,gross_total_return,gross_sharpe,gross_sharpe_se,net_total_return,net_annual_return,net_annual_volatility,net_sharpe,net_sharpe_se,net_max_drawdown,net_daily_hit_rate,num_trades,trade_win_rate,avg_trade_return,avg_holding_days,fold,fdr_q,hmm_regime_at_test_start,test_start,test_end,chosen_threshold,transaction_cost_bps,num_training_pairs,num_final_pairs,num_final_stock_stock,num_final_stock_etf,num_final_fdr_pass,cost_model,cost_accounting
kalman_full,3.0,0.001,5,inverse_volatility,0.5443347501378617,0.0,0.0,,,0.0031052265295048453,0.006359480250088325,0.003845482992537768,1.6537533158849007,0.1387355797794827,-0.0012336549740483704,0.04878048780487805,6,0.8333333333333334,0.003587126421454423,1.1666666666666667,fold_03_202101_202106,0.1,low_vol_at_test_start,2021-01-01,2021-06-30,3.0,10,10.0,5.0,4.0,1.0,0.0,flat_bps,leg_level
static_ols,3.0,0.001,5,inverse_volatility,0.49653386865836896,0.0,0.0,,,-0.022745951534973052,-0.046463807505328344,0.03677618349767303,-1.2634211352645737,0.12090836691971307,-0.023169622809791734,0.21951219512195122,4,0.25,-0.012598811484555106,25.25,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_base,3.0,0.001,5,inverse_volatility,0.6942119631403783,0.0,0.0,,,0.0006444230670923368,0.0013234326494732,0.00268428156838816,0.49303048721073117,0.09548930603129556,-0.001843392234949337,0.056910569105691054,8,0.75,0.005719939823341014,1.125,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_filter,3.0,0.001,5,inverse_volatility,0.5479847131712914,0.0,0.0,,,0.0060459226168632085,0.012377411663333426,0.007468604733757718,1.6572588996962374,0.13890552238435835,-0.00240860665779985,0.04878048780487805,6,0.8333333333333334,0.006989691761234336,1.1666666666666667,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_full,3.0,0.0025,5,inverse_volatility,0.5969825286584083,0.0,0.0,,,0.0009117012401349545,0.001873302515050563,0.00355631791322127,0.5267533895342186,0.09621852528104607,-0.0018904181686700827,0.04878048780487805,6,0.8333333333333334,0.0028225928208087856,1.1666666666666667,fold_03_202101_202106,0.1,low_vol_at_test_start,2021-01-01,2021-06-30,3.0,25,10.0,5.0,4.0,1.0,0.0,flat_bps,leg_level
static_ols,3.0,0.0025,5,inverse_volatility,0.4875926816857886,0.0,0.0,,,-0.025002667308676285,-0.051167662212707715,0.037635919368799044,-1.3595433051949508,0.1250749043654809,-0.025002667308676285,0.21951219512195122,4,0.25,-0.014089028270464182,25.25,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_base,3.0,0.0025,5,inverse_volatility,0.44995227424702405,0.0,0.0,,,-0.0012090849384090996,-0.002468590612696053,0.004500534414026523,-0.548510551325273,0.09671145216224343,-0.004174379318312882,0.056910569105691054,8,0.75,0.004219324511706479,1.125,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_filter,3.0,0.0025,5,inverse_volatility,0.6005995577646527,0.0,0.0,,,0.0017667803990530917,0.0036401909134691638,0.006901827456020144,0.5274242128863993,0.09623346231779294,-0.003660607170065888,0.04878048780487805,6,0.8333333333333334,0.005488871345721624,1.1666666666666667,fold_03_202101_202106,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_full,3.0,0.0,4,inverse_volatility,0.7693349405722301,0.0,0.0,,,0.01854882038883532,0.03687393338910108,0.015159611196768074,2.432379888275918,0.17724156147653278,0.0,0.031746031746031744,4,1.0,0.012346422074035468,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,2021-04-01,2021-09-30,3.0,0,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,3.0,0.0,4,inverse_volatility,0.6047024814892064,0.11160764744943227,0.0,,,-0.030681501702047753,-0.061961918946723905,0.026720834261086724,-2.318861692015298,0.1710972937116789,-0.031026560076161558,0.23015873015873015,4,0.25,-0.031637511168088356,34.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_base,3.0,0.0,4,inverse_volatility,0.7333958425576103,0.0,0.0,,,0.013984621550694465,0.027824710455705226,0.009818766725102592,2.8338294650150675,0.19950921366307536,0.0,0.047619047619047616,6,1.0,0.017149821644604175,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_filter,3.0,0.0,4,inverse_volatility,0.7652628003392684,0.0,0.0,,,0.037176610053937464,0.07346369317827714,0.030212428714175874,2.4315719160905287,0.17719756240843923,0.0,0.031746031746031744,4,1.0,0.024320479818607188,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_full,3.0,0.0005,4,inverse_volatility,0.7735655190468057,0.0,0.0,,,0.017429331158686834,0.03466839258807934,0.014765211512462377,2.3479780536037667,0.1726658501107385,-0.0001935523075892176,0.031746031746031744,4,1.0,0.012093719319674623,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,2021-04-01,2021-09-30,3.0,5,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,3.0,0.0005,4,inverse_volatility,0.6068043907188427,0.11107272644756738,0.0,,,-0.03134530088191967,-0.06333410291445156,0.026628653462013645,-2.378419284504905,0.1743113239874485,-0.03134530088191967,0.23015873015873015,4,0.25,-0.03212276933869801,34.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_base,3.0,0.0005,4,inverse_volatility,0.7436837167643224,0.0,0.0,,,0.011588108520751428,0.023086032164173965,0.009214283155068304,2.505461550904861,0.18123624833505528,-0.0006740085632193082,0.03968253968253968,6,0.8333333333333334,0.016649821644604157,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_filter,3.0,0.0005,4,inverse_volatility,0.7695412119789382,0.0,0.0,,,0.03491798397961987,0.06907953009308115,0.029429897472266462,2.347256906286503,0.1726269372396809,-0.00038477060598951507,0.031746031746031744,4,1.0,0.023820479818607188,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_full,3.0,0.001,4,inverse_volatility,0.7776541042912387,0.0,0.0,,,0.016314411157663855,0.032469824892465846,0.01438697988248581,2.256889573606302,0.16777666735556476,-0.00038915060892930065,0.031746031746031744,4,1.0,0.011841016565313778,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,2021-04-01,2021-09-30,3.0,10,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,3.0,0.001,4,inverse_volatility,0.6086900523737023,0.11060176185142648,0.0,,,-0.032007163907053715,-0.06470274952838387,0.026553994669462563,-2.436648434022353,0.17747407133473142,-0.032007163907053715,0.23015873015873015,4,0.25,-0.03260802750930791,34.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_base,3.0,0.001,4,inverse_volatility,0.748506556272469,0.0,0.0,,,0.009371173525200893,0.018694364772038112,0.008830748129593837,2.116962741739747,0.1603756904983869,-0.0014264913836118387,0.03968253968253968,6,0.8333333333333334,0.01614982164460414,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_filter,3.0,0.001,4,inverse_volatility,0.7736771168137152,0.0,0.0,,,0.032670070066250556,0.06470816284391959,0.028679266559843382,2.256269793681675,0.16774358481192936,-0.0007736771168137535,0.031746031746031744,4,1.0,0.02332047981860713,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_full,3.0,0.0025,4,inverse_volatility,0.7886395101956729,0.0,0.0,,,0.01300680191210457,0.025935565918958202,0.013373344546353524,1.939347769666937,0.15119982798596238,-0.0009866197063861382,0.031746031746031744,4,1.0,0.011082908302231131,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,2021-04-01,2021-09-30,3.0,25,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,3.0,0.0025,4,inverse_volatility,0.612960323750946,0.10959763344837045,0.0,,,-0.033984542919323624,-0.06879433263924528,0.02644082953357977,-2.6018220249813533,0.18654628186190222,-0.033984542919323624,0.2222222222222222,4,0.25,-0.03406380202113776,34.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_base,3.0,0.0025,4,inverse_volatility,0.7184819676778157,0.0,0.0,,,0.004116726520154712,0.00825902827102064,0.009245536869372965,0.8932989384726525,0.10537128222134204,-0.0035220987709239093,0.03968253968253968,6,0.8333333333333334,0.014649821644604155,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_filter,3.0,0.0025,4,inverse_volatility,0.7847964510936962,0.0,0.0,,,0.026009785862847412,0.05170974611311323,0.026666466310750026,1.939130048598435,0.15118874655486378,-0.0019619911277342084,0.031746031746031744,4,1.0,0.021820479818607186,1.0,fold_04_202104_202109,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_full,2.0,0.0,4,inverse_volatility,0.5342292069660606,0.0,0.0,,,-0.0051433062188509515,-0.010207571866225158,0.0069798767527533695,-1.462428668557586,0.1276482866362789,-0.008687724402317576,0.023622047244094488,5,0.2,-0.006326831144970324,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,2021-07-01,2021-12-31,2.0,0,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
