transaction_cost_bps,avg_net_total_return,median_net_total_return,avg_net_sharpe,median_net_sharpe,avg_max_drawdown,avg_trade_win_rate,avg_num_trades,avg_num_final_pairs,folds,fdr_q,fold_set
0,0.002924832727845341,0.0006146267405438,0.7884144667073222,0.4762486767304258,-0.002273220242984576,0.7268028846153846,4.238095238095238,3.0476190476190474,21,0.1,all_folds
5,0.0022584288714240864,0.0,0.49093999489720164,0.3213853223301807,-0.0024951674323998425,0.7268028846153846,4.238095238095238,3.0476190476190474,21,0.1,all_folds
10,0.0015764558257347985,0.0,0.22024508592263642,0.1338882572925479,-0.00276179135865002,0.6747195512820513,4.238095238095238,3.0476190476190474,21,0.1,all_folds
25,-0.0005070341770605502,0.0,-0.45742000115690395,-0.4311971324183427,-0.003693477012343682,0.6440304487179487,4.238095238095238,3.0476190476190474,21,0.1,all_folds
